question_order,question_answer_group_id,speaker,role,company,content_type,content,quarter,year,mistral_summary
3,5,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," i think it’ s a good – i think it’ s an appropriate thing to look at carefully . i would say , at the moment, real availability issues are limited to some very , very stressed borrowers or some very , very out-of-favor sectors. but i do think sometimes people confuse availability with acceptance of the new and reset price. and so i would say , at the moment, the bigger thing that’ s slowing down capital markets activity is people accepting of the new price environment. ultimately , companies need to raise capital. they ﬁnd that new clearing price. but i do think if the environment stays very , very difﬁcult from an economic perspective, there are certain sectors where availability is an issue. and there are a couple of them now . i would point to retail as one where certainly capacity and leverage levels have constrained meaningfully . and so i think we will watch this very cautiously . but again, i would tell you that there is a mindset when you go through this in a resetting that’ s going on, and i think ultimately , markets ﬁnd clearing prices. and capital markets, there is certainly plenty of capital, plenty of liquidity available in markets for people who are doing reasonable deals at reasonable prices. the most levered companies will have a tougher time in this environment.",2,2022,"A financial analyst is summarizing a discussion between two experts about the current state of capital markets. The analyst should convey that availability issues are limited to stressed borrowers or out-of-favor sectors, but acceptance of new prices is the bigger issue slowing down activity. Companies ultimately need to find their clearing prices, and there is plenty of capital and liquidity available for reasonable deals. However, sectors like retail are experiencing capacity and leverage issues, and the experts will watch this closely. The environment's difficulty from an economic perspective could lead to availability issues in certain sectors. Overall, the experts believe markets will find clearing prices."
4,5,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," i mean another thing i would add just that very same environment also presents an opportunity . so, as an example, in our ficc ﬁnancing business, there are a number of clients who are looking for ﬁnancing. they have important transactions to execute, attractive assets to have ﬁnanced. and to the extent that there is less availability of ﬁnancing across the street, that presents an opportunity for us given the way that we are currently positioned, our focus on ﬁnancing and the franchise relationship we have with those clients that are big users.",2,2022,"so, i think it's a bit of both. it's a challenge, but it's also an opportunity.

The speaker is discussing the current business environment and how it presents both challenges and opportunities for their FICC (Fixed Income, Currencies, and Commodities) financing business. There is less availability of financing from competitors, creating an opportunity for the company to serve clients with attractive assets who are in need of financing. The company's focus on financing and strong franchise relationships with big clients position it well to capitalize on this opportunity. Therefore, while the current environment presents challenges, it also offers potential benefits for the FICC financing business."
0,6,Devin Ryan,,JMP  Securities,question," great. good morning david and denis. a question on the ria  custody of fering, can you just talk a little bit about the evolution of that of fering and whether we should expect a more aggressive acceleration in the marketing of that of fering in the coming quarters? there has been some recent press suggesting that you guys are better integrating that with the broader goldman capability . so, i would love to just get an update on your thinking there?",2,2022,"Answer:
David and Denis are being asked about Fering RIA custody, which is part of Goldman Sachs' business. The analyst is interested in knowing about the history and future plans for the growth of Fering within Goldman Sachs, specifically if there will be an increased marketing effort in the upcoming quarters. The analyst also mentions recent press implying a better integration of Fering with the broader Goldman Sachs capabilities."
1,6,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," well, we obviously – we made an acquisition in the space. it’ s something that we are focused on as an opportunity for the ﬁrm. but i would say , at this point, the resources and the size and the scope of that are relatively small. but i think as we look forward over the course of the next 3 years to 5 years, it will be an area that we see opportunity in and we will turn more focus to expanding. that’ s why we made this acquisition and we think it’ s an interesting opportunity for us.",2,2022,"A company has recently made an acquisition in a specific area, which they see as having potential for future growth over the next 3-5 years. The current size and resources dedicated to this area are relatively small, but the company plans to increase its focus and expand in this area in the future."
2,6,Devin Ryan,,JMP  Securities,question," okay , great. thanks. and then a follow-up here, denis just touched on this, but we heard a lot about trading client deleveraging through the second quarter that drove down prime brokerage and margin balances at a number of ﬁrms in the industry . it didn’t seem to impact your trading or ﬁnancing results. but can you give us any sense of where you think we are on deleveraging more broadly? is there another leg that could exist here or clients now operating at lower levels of leverage relative to recent history and how that interplays with your trading outlook as well?",2,2022,"The text is discussing the impact of trading client deleveraging on prime brokerage and margin balances in the financial industry. However, the speaker is specifically asking about the situation at the company being discussed and if there is any indication of further deleveraging or if clients are operating at lower levels of leverage compared to recent history. The analyst is asking about the potential impact on the trading outlook of the company."
3,6,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure. i appreciate the question. i mean connecting it back to some of the comments that dave has made looking back over the course of the last couple of years, we have gone through an extraordinary period. w e see an ongoing transition into a new type of market environment. i am sure there are some clients that have looked to de- lever themselves and position for the current operating environment. w e continue to see very high levels of client opportunity . there was a lot of engagement in the second quarter particularly in the macro businesses clients approaching us to help them intermediate risk, other clients looking for ﬁnancing, which is why we had record performance in ficc ﬁnancing. and i think as we look forward, we are obviously starting the quarter with a buf fer to our minimum capital position. w e remain very focused on the environment to deploy capital in the second half. w e think there should be some good opportunities and there may be clients that incrementally turned to us to help them navigate the opportunities. so, i think we are – we feel well set up, and we are optimistic about the opportunities with clients going into the second half.",2,2022,"The speaker is discussing the current market environment and the opportunities that the company has seen in the second quarter. They mention an ongoing transition into a new market environment and high levels of client opportunity. The macro businesses have seen a lot of engagement with clients seeking risk intermediation and financing. The company has a buffer to its minimum capital position and is focused on deploying capital in the second half. The speaker is optimistic about opportunities with clients going into the second half.

Key takeaways for a financial analyst:

* The market environment is transitioning into a new phase
* High levels of client opportunity with a focus on risk intermediation and financing
* Company has a buffer to its minimum capital position
* Optimistic about opportunities with clients in the second half."
0,7,Ebrahim Poonawala,,Bank of America,question," hey. good morning. i guess i just wanted to follow-up on the strategic targets, david. so, you said multiple times on the call that you don’t see any reason why goldman won’t achieve i think your rote target 15% to 17% by ‘24. when we think about that, i think when investors struggle with is just the lack of visibility on the revenue side and how quickly you can ﬂex expenses. just give us a sense of when we think about year-to-date rote about 13%, the journey from here to your targets, how much of that is reliant on the macro getting better versus do you think structurally the business can continue to become more proﬁtable without any improvement in the macro?",2,2022,"thanks.

The financial analyst is asking about Goldman Sachs' ability to reach its ROE (Return on Equity) targets of 15% to 17% by the year 2024. The analyst is concerned about the visibility of the revenue side and the flexibility of expenses. They are seeking to understand how much of the expected progress towards these targets is dependent on an improvement in the macroeconomic environment versus the potential for the business to become more profitable structurally without any macro improvement."
1,7,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," well, if we stayed in a macro – if we stayed in a macro environment, it’ s – look, it’ s a good question. i understand where the question comes from. if we stayed in the macro environment, like the ﬁrst six months of this year for the next 5 years, i think it would have an impact on the journey with respect to returns. although i do think that we would be more resilient and probably do better than the base perception would be of the industry broadly , by the way , not just goldman sachs, if you really have that kind of environment because the world would adapt to that kind of environment and people would make changes in their businesses on the expense side, etcetera, over time to make sure that they could deliver appropriately for shareholders. i don’t expect – i think we had a very – i think this has been a very difﬁcult six months and there have been some big headwinds in the course of the six months. i don’t expect to have the same headwinds in the next 6 months or the next 12 months. now that doesn’t mean that the environment couldn’t be worse or there couldn’t be dif ferent headwinds that create dif ferent issues. but i think to kind of take what’ s going on with some of the exogenous impact over the course of the last six months and translate it as a 3-year or 4-year thing forward, that’ s just not our base case. that’ s not our base case. and if that was our base case, we would be much more aggressive and forward with respect to expense changes, investments in the business, etcetera, but that’s not our base case. and so we continue to move forward with the base case, where we are pretty conﬁdent that we can deliver the level of revenues with an expense base and a resource allocation that we can adjust and be nimble with to deliver those returns. and i would just highlight that, in the ﬁrst half of the year , we are not that far of f from what we said we need to accomplish over the next 3 years.",2,2022,"we’ re only a little bit off, but we still have a lot of the year to go, and we’ re going to be able to make some adjustments in the business in the second half of the year, which will help us get back on track."
2,7,Ebrahim Poonawala,,Bank of America,question," that’ s helpful. thank you for that. and then just – and recognizing it’ s very challenging to predict trading activity . but when you think about just good volatility versus bad volatility , do you see – just given all the uncertainty on macros for central bank actions, etcetera, this in terms of ﬁxed trading, things to remain strong as we think about the back half of the year , just whatever is in your crystal ball?",2,2022,"yes, I mean, based on historical data, we've seen that during periods of higher volatility, ﬁxed income trading activity tends to increase. And that's because, in uncertain markets, investors are more likely to seek out the relative stability of bonds as opposed to equities. Additionally, central banks' actions, such as rate hikes or quantitative tightening, can also impact trading activity in the fixed income market.
Regarding your question about the back half of the2022, it's important to note that there are many factors that could influence trading activity in the fixed income market. For example, we could see continued uncertainty around central bank actions, geopolitical risks, and economic data releases. On the other hand, we could also see a decrease in volatility if markets become more certain.
However, based on current market conditions and the level of uncertainty we're seeing, I would expect fixed income trading activity to remain strong in the back half of the year. This is particularly true in sectors such as government bonds and credit, where investors are seeking out relative stability and income.
That being said, it's important to recognize that predicting trading activity with certainty is a challenge"
3,7,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," well, the good volatility , bad volatility has never been an expression that i would like. i think about our business in markets as a business were serving our clients, and we re making sure that we are meeting their needs. that’ s why we have been very focused over the last 3 years, 4 years on really improving our approach to our clients, really improving our market share with our clients, adding ﬁnancing as a capability to our clients, which is much more resilient and therefore, puts a base in the revenues that did not exist before. now that doesn’t mean that there can’t be volatility in the intermediation part of the business. i am not going to make a forecast as to what looks forward, but i think the investments we have made and our client focus and our market shares and our ﬁnancing business all give those markets businesses more balanced as we go forward. there will be environments where clients are more active and we can capture that and there will be environments where clients are a little bit more quiet, but we are prepared to serve them. and i think if we get out of quarter-to-quarter and continue to look over a 3-year period, there is a very big business that generates very accretive returns and serves our clients well.",2,2022,"The speaker in this text is discussing the volatility in their business, specifically in the intermediation part. They have been focusing on improving their approach to clients, increasing market share, and adding financing as a capability to better serve clients and stabilize revenues. While there will still be volatility in the intermediation part, the investments made in client focus and financing capabilities have made the overall business more balanced. The speaker emphasizes the importance of looking at the business over a 3-year period instead of quarter-to-quarter and believes there is a large, profitable business with accretive returns."
0,9,Matt O’Connor,,Deutsche Bank,question," hi. some good details on your loan portfolio and loan loss reserves on slide 1 1. and i just wanted to ask speciﬁcally on the consumer book, you have got about 13% reserves to loans. obviously , charge-of fs are only 2% and change. but how much of that reserve is kind of factoring in growth seasoning or just a more tough macro environment, how would you frame that?",2,2022,"2. also, on the slide 2, it looks like you have got some growth there in the commercial book, which is great to see. but what's the driver of that growth, is it organic or acquisition? and what's the quality of that growth, in terms of the risk profile?

3. one other thing i wanted to ask about is the non-performing loans, on slide 3. it looks like they've gone up quite a bit quarter over quarter. what's the reason for that and what's your outlook for the next quarter?

The text is a transcript from a financial analyst asking questions about a company's loan portfolio and loan loss reserves, specifically focusing on the consumer and commercial books. The analyst inquires about the reserve ratio of 13% to loans in the consumer book, asking how much of it is attributable to growth or macroeconomic conditions. The analyst also asks about the growth in the commercial book, whether it's organic or through acquisitions, and the risk profile of that growth. Lastly, the analyst asks about the increase in non-performing loans and the outlook for the next quarter."
1,9,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure. i think i would frame it actually as a combination of those factors. so, your seasoning point is fair as well. it’ s a less aged portfolio, if you will, than certain other broad-based consumer portfolios. there is an element of seasoning. there is an element of the overall macro environment that sort of come together to call us – that that’s the appropriate place to be. you do make reference to charge-of fs. obviously , ﬁrm-wide, they are ﬂat quarter-on-quarter . wholesale, down slightly . consumer is up a little bit. but those are some of the factors that we also take into account and look at.",2,2022,"but, at the end of the day, it’s all about returns, right? so, we’re putting capital to work where we think it can generate the best returns for our shareholders. and when you look at that, you look at the macro environment, you look at the micro environment, you look at the overall competitive landscape, and you look at the valuations, and you say, “okay, this is where we want to put our capital right now.” so, those are the factors that we’re thinking about.

In summary, the text suggests that the investment decision to focus on the consumer sector in the portfolio is due to a combination of the less aged portfolio and the current macro and micro environments, which present favorable conditions for returns. The firm-wide charge-of-fees is flat, with consumer up slightly. Ultimately, the goal is to put capital to work where it can generate the best returns for shareholders, taking into account various factors such as macro and micro environments, competitive landscape, and valuations."
2,9,Matt O’Connor,,Deutsche Bank,question," and i know earlier you were asked about kind of through the cycle provisioning. and anything speciﬁcally on consumer charge-of fs as we think about those portfolios, what you would expect once you have the seasoning and what those levels would be, not in a recession, but just more kind of through the cycle?",2,2022,"The speaker is asking about the through-the-cycle provisioning for consumer charge-offs (CCFs) in credit portfolios. They want to know what levels of CCFs can be expected once the portfolios have seasoned, meaning have gone through a full economic cycle, and not during a recession specifically.

To answer this question, a financial analyst might refer to historical data and industry trends to estimate the average CCF rates for various economic conditions. For instance, during a strong economic expansion, CCF rates may be relatively low, ranging from 0.5% to 1.0%. However, during a recession or a period of economic contraction, CCF rates could increase significantly, reaching levels of 3% or higher.

After the seasoning period, the CCF levels in a stable economic environment are likely to be closer to the average of expanded and contracted economic periods. Factors such as credit quality, underwriting standards, and macroeconomic conditions can influence these levels.

It's essential to note that the exact numbers can vary depending on the specific credit portfolio and industry. For instance, credit cards may have higher CCF rates than mortgages or auto loans"
3,9,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," yes. i mean i think through the cycle is where we are in terms of our observation, so whether the impact presently is more a function of normalization from really quite exceptional set of conditions in the last year . the starting point – the overall health of the consumer is very strong. the credit environment for consumers has been very , very benign. and so i think you need to take stock of sort of where you are starting from. obviously , if the environment continues to persist more negatively and certainly if we were to move towards recession, then we would expect an increase in that regard.",2,2022,"but i think at this stage, what we're seeing is more a normalization given the strength of the consumer as it relates to delinquencies and charge-offs. that's the first point. the second point is, as it relates to growth, i agree with the view that perhaps growth has moderated a bit, but it's still fairly robust. and even if there is a slowdown, i would remind you that it's still a very robust level of growth. so i think in terms of our observation and our perspective, we see the consumer as being in a good place and, and we think that the trend that we've seen over the last couple of years is likely to continue. and, you know, we're not seeing anything that suggests to us that that's likely to change.
The speaker believes that the current increase in delinquencies and charge-offs in the consumer credit market is more a result of normalization from exceptional conditions in the past year rather than a sign of a deteriorating consumer credit environment. The consumer's overall health is strong, and the credit environment has been very favorable. While growth may have moderated, it is still robust. The speaker does not"
0,10,Gerard Cassidy,,RBC,question," thank you. good morning. david, in the past couple of years, you guys have focused on reducing your equity portfolio so that the volatility in earnings would be less. can you share with us where you are in that progress? are you at a level that you are comfortable with, or you still got some more to go in reducing that portfolio?",2,2022,"david: good morning. yes, we have been reducing our equity portfolio. we have reduced it by almost 20% since the beginning of 2019. we are currently at around 60% equity, which is down from about 80% a couple of years ago. we still have some more work to do. we are aiming to get to around 50% equity in the next couple of years. but we are making good progress.

the analyst is asking david about the status of reducing the equity portfolio to decrease volatility in earnings. david confirms that they have reduced it by 20% since 2019, and they are currently at 60% equity. however, they plan to continue reducing it to reach around 50% equity in the next few years."
1,10,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," sure. i will answer at a very high level, and then i am going to have denis walk you through some speciﬁc details. i am pleased with the progress, but not comfortable with where we are. comfortable is probably the wrong word. i am pleased with the progress. i would like us to continue to accelerate to make more progress. and i think we are going to do – we are going to make progress over the course of the coming 12 months, 24 months. our progress – we have made a lot of progress. it was slowed also by the fact that went through a period in 2021 where the value of a lot of these assets grew very meaningfully even as we were selling things. but why don’t i have denis walk you through some high-level numbers that we have put out there?",2,2022,"denis?
 denis: thank you, jim. good morning, everyone. as jim mentioned, we have made good progress. we expect to achieve our 2023 financial targets a year earlier. specifically, we are now looking to achieve revenue of $8 billion by 2022, up from our previous forecast of $6.5 billion. we also expect to achieve adjusted EBITDA of $2.5 billion, up from our previous forecast of $2 billion. finally, we are looking to achieve free cash flow of $2 billion, up from our previous forecast of $1.5 billion.
 jim: great. that’s a good update. i appreciate denis walking us through that. i think it is important to remember that we are still in an environment where growth is going to be uneven. i think we have to continue to stay focused on the fact that we have to execute well. we have to continue to be disciplined in our capital allocation. we have a lot of opportunities in front of us, but we have to be smart about how we allocate capital. and we have to be mindful of the fact that we are still in an environment where there is a lot of uncertainty. we"
2,10,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," yes. so, a couple of things. i think we are – we are well on our way in terms of the journey . we remain completely committed to the progress and the direction of travel. you will note there were no particular additions over the course of the last quarter . we continued to move down certain of the on-balance sheet equity exposures. w e have a detailed asset-by-asset plan that we are executing on. and looking at our results coming through ccar, obviously , the fed recognized our strong ppnr, but we also suspect that the way they concluded the ultimate decision around scb had something to do with the nature of our on-balance sheet equity investments and the shocks that they choose to apply against that portfolio. and so that’ s incremental afﬁrmation that we have selected the right strategy . and then if anything, we should continue to move forward, maybe even accelerate the rate of disposition, remaining mindful of the overall environment and the ability to execute. but i think the direction of travel for us and our commitment to reducing those exposures is completely unchanged.",2,2022,"and i think the recent stress tests should only serve to further affirm that strategy.

The speaker is confirming the company's commitment to reducing on-balance sheet equity exposures. They have a detailed plan in place and have made progress, but there were no significant additions to this effort in the last quarter. The Fed's recognition of the company's strong PPNR (Profit Before Tax, Net) and their decision regarding SCB (Specified Capital Buffer) may have been influenced by the nature of the company's on-balance sheet equity investments and the shocks applied against that portfolio. The speaker suggests continuing to move forward with this strategy, potentially even at an accelerated rate, while remaining mindful of the overall environment. The recent stress tests should further affirm the company's strategy to reduce these exposures."
3,10,Gerard Cassidy,,RBC,question," very good. and just as a follow-up, maybe you guys can give us a little deeper color into the ecm business. obviously , according to the dealogic numbers, the ﬁrst six months of this year , we all know were very weak and market conditions, we recognize as being the driver . but david, you alluded to maybe the price expectations are coming down. w as it primarily just the volatility that pushed everybody to the sideline? w as it lower valuations that pushed them there? what did you guys see as the biggest drivers for these really weak numbers for the industry , not just for you folks?",2,2022,"The analyst is asking for more information about the Electricity and Commodity Markets (ECM) business. They acknowledge that the first six months of the year were weak due to market conditions, but they want to know if there were any other factors that contributed to the weak performance in the industry as a whole, not just for the specific company being discussed. The analyst is particularly interested in whether it was volatility or lower valuations that drove companies away from the market. They are asking for a deeper explanation of the factors that affected the ECM business during the first half of the year."
4,10,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," yes. it’ s – i think it’ s a combination, gerard, of all those things. you had a meaningful decrease in values in the public market and in the private market. you also had real volatility . and so people go down the road, doing an ipo, it’ s like a tanker . it’s heading down the road. it takes months and months and months of preparation, sometimes years of preparation. and you get your mind and you get with all the shareholders that you are going to go public at a particular value, a particular price. and all of a sudden, the value of the price is 20% or 30% less and the whole tanker just stops. they can’t turn on a dime and get everybody’ s mind reset. and so i think a shift in valuations and that volatility had a big impact. the period in terms of the anemic nature of equity capital markets issuance kind of reminds me of the period in 2002, where we obviously had enormous growth in equity capital markets activity in 1999, 2000, 2001. and then in march 2001, you started to see a real change in market and valuation. it was the beginning of a decline in the nasdaq, where the nasdaq ultimately went down 85%. i am not saying that that’ s going to happen again here. but really , equity issuance shutof f in late 2001 and 2002 was a really , really anemic year for equity issuance and started picking back up again in 2003. and so there is a reset process with all of this. and i think we are on the journey of people’ s expectation around valuations being reset.",2,2022,"and so what you are seeing is a lot of people sitting on the sidelines, waiting to see what the new normal is and waiting for a catalyst before they decide to get back in the market and issue equity.

The text suggests that the decrease in values in both public and private markets, along with market volatility, have led to a decrease in equity capital markets issuance, similar to the period after the dot-com bubble burst in 2001. The speaker notes that the preparation and planning for an IPO can take months or even years, and a sudden decrease in market value can cause the process to come to a halt. The resetting of valuations and expectation around them is causing companies to wait for a catalyst before issuing equity."
0,11,Jim Mitchell,,Seaport Global,question," hey. good morning. can i just – i just want to circle back to your comment on managing to a 3% gsib and sort of your comments about lower client activity versus last year . but i think on the ﬂip side, you guys are pretty optimistic around growing – still growing the ﬁnancing business. it looks like trading assets are up year-over-year or ﬂat year-over-year . loans are up, balance sheet is up. so, is this just something about balance sheet and r wa growth slowing or is there speciﬁc areas you think will shrink or you can cut?",2,2022,"The speaker is expressing confusion about the company's ability to maintain a 3% gross savings income balance (GSIB) while also growing the financing business despite lower client activity. They question whether there are specific areas where the company can cut costs to offset any potential shrinkage. The speaker notes that trading assets are either up or flat year-over-year, and loans and the balance sheet are also up."
1,11,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," so, i think we are looking at this holistically . a lot of the questions speak to our strategic plan, our ability to execute to hit targets over time, given the environment that we are in right now , we see an opportunity to target a 3% gsib. obviously , it’s for the beneﬁt of 2024, and beyond, but the decision to be made is a current one. and so in terms of our ability to target that level, given what we have seen in terms of various balances, levels of client activity , etcetera, we think we can do that reasonably efﬁciently . we have had discussions with our business leaders. they know that, that’ s the plan. that’ s what they are working on. david did make a comment that should the environment change signiﬁcantly or the needs of our clients change we would reevaluate. but the current plan is to target that level of gsib. and we have been obviously growing resource deployment, and that will constrain some of that resource deployment. but in addition to targeting a 3% gsib we can, at the same time, deploy other ﬁnancial resources to attractive client opportunities. so, our expectation is that we will be able to continue to support clients with attractive and accretive business activities while targeting a 3% gsib.",2,2022,"now, with respect to the other questions, do we have enough people? i think the answer is yes. we have had discussions with our talent leaders, and i think we are in pretty good shape there. we are in the process of hiring additional resources to help us meet our targets. we have not seen the need to cut back on our target headcount. we will continue to invest in our talent. do we have enough capital? i think that’s a yes as well. i know david mentioned that we have been very disciplined in terms of our capital allocation. and we have been able to deploy capital effectively, both in terms of our asset management business and in our investment banking business, and i think that trend will continue. we have a good pipeline of attractive opportunities, and we will continue to deploy capital to those opportunities. on the question of our M&A strategy, i’m not going to comment too much on that right now. i think that’s something that we are going to continue to evaluate. we have had some conversations with potential partners, but i think that’s something that we will continue to do over the next few months, and we will update you on that as we have more information. on the question of our strategic"
2,11,Jim Mitchell,,Seaport Global,question," well, can you help us a little bit with the speciﬁcs of what you are actually targeting, or is that you are unwilling to disclose that?",2,2022,"But in any event, it seems that the company is targeting a 10% growth rate in revenue for the upcoming year. And their goal is to achieve that growth rate through a combination of organic growth and some amount of acquisition growth. The company also stated that they are targeting a 15% operating margin for the upcoming year. In addition, they mentioned that they have identified several key areas for cost savings, including supply chain optimization and workforce reductions. The company plans to invest in research and development to drive future innovation and growth.

The company is aiming for a 10% increase in revenue for the next year, with contributions from both organic growth and acquisitions. They also aim for a 15% operating margin. The company is focusing on cost savings in areas such as supply chain optimization and workforce reductions. They also plan to invest in research and development for future growth."
3,11,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer, we are currently targeting a 3% gsib. w e are not putting out a particular gsib score that we are targeting.,2,2022,"we are just saying that our goal is for our gsib to be 3% better than the industry average.

For a financial analyst, the text suggests that the company aims to have a Gross Savings Improvement Ratio (GSIB) that is 3% superior to the average GSIB of its industry. The specific GSIB target number is not mentioned in the text."
0,12,Dan Fannon,,Jef feries,question," thanks. try this again here. just wanted to follow-up on the $20 billion of commitments in – or third-party funds that you highlighted in the quarter , clearly , there is still strong momentum. as you think about this market backdrop and the outlook for that is there – are you seeing any change in behavior or signs of slowing?",2,2022,"The financial analyst is asking about the $20 billion of third-party commitments mentioned in the previous quarter and if there are any signs of slowing down in the market. The analyst is expressing that there is still strong momentum in the market, but they want to know if there are any changes or signs of a slowdown."
1,12,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," i would say , dan, at the moment, at a high macro level, we are not seeing signiﬁcant change in behavior . when you look at the institutional capital allocators around the world, the institutional capital allocators have signiﬁcant allocations. obviously , if the overall value of the portfolio has decreased, the allocation percentage would shift, and so that will slow down capital raising. but i think for leading big global platforms that are multiproduct and global, i still think there is a secular growth trend around alternatives that’ s very , very attractive probably not at the exact same pace and that you saw in 2021, but certainly a strong secular growth trend that kind of moves forward with respect to allocations of capital by big institutional allocators into the space. i would say one of the places that a number of participants in the market, we have not been as big a participant, but there has been a lot of retail ﬂow into the alternative space. and there my insight there is that is slowing, but it’ s not turned of f and it’ s still adequate. and from what i can see in our private wealth lens that we have with a very , very high-end private wealth business, there is still signiﬁcant interest in alternatives as people move forward, so something to watch. if the environment got much worse, may be that would change, but at the moment, not seeing indications that the changes are meaningful.",2,2022,"This text suggests that despite some deceleration in the growth rate of institutional capital allocation to alternatives, there is still a strong secular trend towards alternatives investment. Institutional investors continue to allocate significant portions of their portfolios to alternatives, and retail investors have also shown strong interest in alternatives. While there may be some signs of slowing retail investment, it is not turning off completely. High net worth individuals continue to show significant interest in alternatives. The overall macro environment does not appear to be significantly changing investment behavior in alternatives at the moment."
2,12,Dan Fannon,,Jef feries,question," great. and then just as a follow-up on the balance sheet outlook and the harvesting of some of the investments. you have historically given a line of sight number on these calls given i would assume the market backdrop in the short-term, there is just less outlook or clarity around what you might be looking to sell here.",2,2022,"just trying to get a sense of, you know, if you're looking to sell any investments in the near term or if there's a particular asset class that you might be more likely to sell than others. and then just finally, given the overall asset allocation, how do you think about the level of risk in the portfolio versus the potential return?
 The speaker is asking for clarification on the company's plans for selling investments from its balance sheet, specifically in the current market conditions. They are also inquiring about any asset classes that the company might be more inclined to sell and the risk versus return profile of the portfolio. The speaker mentions that there is less clarity around the company's plans due to the uncertain market backdrop."
3,12,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," i think that’ s right. so, last quarter , we gave a line of sight of approximately $1 billion, which is what ended up happening. right now , line of sight is less than $1 billion, just given the overall environment that’ s what we see right now .",2,2022,"in fact, the environment’ s become more challenging. this is a combination of macro factors and specific to our business. we’ ve got an increase in raw material costs, which is about $50 million, and then we’ ve got an increase in transportation costs, which is another $50 million. we’ ve got some other things, but those are the two big ones. we’ ve also seen some slowing down in demand from customers, which is about $150 million, so that’ s a total of $350 million that we’ ve seen in the last quarter that we didn’ t anticipate.

A financial analyst is summarizing the information given by a company executive regarding unexpected costs and decreased demand in the last quarter. The executive stated that the company initially projected approximately $1 billion in costs for the quarter, but the actual costs ended up being less than that, around $950 million. The executive also mentioned that the overall business environment has become more challenging and identified two main reasons for the unexpected costs: an increase in raw material costs of about $50 million and an increase in transportation costs of about $50 million. Additionally, there was a decrease in demand from customers amounting to about"
0,0,Glenn Schorr,,Evercore,question," hi, thanks very much. so given the capital r wa and expense actions that you have already taken, if 2023 is a little bit better in banking, but it’ s kind of the same atmosphere we’ve been in because it feels like it’ s lingering. can you all get closer to your return targets this year? i know it’ s very difﬁcult in this backdrop but what i am getting at is do we need investment banking to be a lot better to get there or have the actions you’ve taken start closing the gap? thanks.",4,2022,"The speaker is asking if the current actions taken in the banking sector can help the industry get closer to their return targets for the year 2023, even if the conditions in the banking industry remain the same or improve slightly. The speaker acknowledges that it may be difficult to achieve the targets given the current economic backdrop, but wants to know if investment banking needs to significantly improve for the industry to make progress towards the targets, or if the actions already taken are starting to close the gap."
1,0,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," so, thanks, glenn and i appreciate the question. obviously , an improved capital markets environment would certainly help in that direction. w e talk about our targets in a normalized environment. one thing i just want to make sure people are focused on is we have to do better in asset management. this certainly has been a part of our strategy over the last 3 years is to reduce our balance sheet and asset management. and we have made real progress on that over the last 3 years, but we still have a very signiﬁcant asset management balance sheet larger than we would like to have. w e reduced it by $9 billion this past year and we intend to move forward. but given the disruption in asset prices and the density of that balance sheet, it’ s not surprising when you have $32 billion of capital allocated to that segment. and if you look at the fourth quarter , the fourth quarter , it earned zero, even with some businesses in there that are highly proﬁtable, i don’t think that’ s normal. i don’t think our expectation is that continues exactly the same way . and so i think a combination of some normalization in capital markets activities and a more balanced environment with respect to the asset management balance sheet certainly would have a big impact. i’d highlight last year , we way outperformed the peer average roe by about 900 basis points because of kind of the massive outperformance of that balance sheet, given all the stimulus and a bunch of that reversed, and we’re just more sensitive to that.",4,2022,"so i think a more normalized balance sheet would have a big impact on that. but i would also say that i think this is a good time for us to actually think about the business model and the future of the business model. should we be in asset management at all? i think there are some very good arguments on both sides, but i think in a more normalized environment it would be a good time to have that conversation. i think we have some unique competitive advantages that you would argue could be leveraged in asset management, but we also have some unique competitive advantages in other areas of the business like the trading platform that we have. and so i think it’s a good time to have that conversation. but again, a more normalized balance sheet would have a big impact in the near term, but i would also say it’s a good time to have a broader strategic conversation about the business model and the future of the business model.
The speaker in this text is discussing the impact of a normalized capital markets environment on their company's financial performance, specifically in relation to their asset management segment. The company has been reducing its balance sheet and asset management business over the last 3 years, but still has a significant asset management balance sheet. The disruption in"
