question_order,question_answer_group_id,speaker,role,content_type,content,quarter,year
9,3,Betsy Graseck,question,question," super . that's really helpful. thanks for the incremental color there. just one other follow-up. david, you mentioned you're able to deliver alts in a unique way to the wealth platform that you've got. could you just give us a little more color as to what you're thinking about there that we should understand? thanks so much.",1,2024
10,3,David Solomon,answer,answer," sure. i think one of the things that our w ealth management franchise ﬁnds very attractive is, we want an open platform. and so when it comes to alts, we obviously have a very , very broad, very , very deep, very , very unique of fering as one of the top ﬁve or six alts providers on an integrated basis in the world with our own products, what we're manufacturing out of our asset management business. but in addition, we want an open platform where we deliver them access to alternative solutions and products from all dif ferent world-class managers around the world across the spectrum. and so i think that's a very , very unique of fering that very , very afﬂuent people who wealth manage at goldman sachs ﬁnd super attractive and super differentiated.",1,2024
0,4,Brennan Hawken,question,question," good morning. thanks for taking my question. so i wanted to ask one on your m&a franchise. so the recovery in announced m&a  has been really impressive, but really kind of dominated by strategic, and given your strong franchise among sponsors, i'm curious to get an update about what you're seeing among that cohort and maybe when you might expect we will see a ramp in announcements from the sponsor side.",1,2024
1,4,David Solomon,answer,answer," yes. brennan, that's -- i appreciate that question. and that's a sharp observation on your part. the sponsor activity is still muted, but i would say it's deﬁnitely picking up. the engagement with sponsors in the quarter was meaningfully improved. and as i've said before, sponsors make money both for themselves and for their investors by buying things and selling things. and the level of activity has been incredibly muted. and when you look at the lp  community , the lp  community is putting a lot of pressure on the ﬁnancial sponsor community to return more capital and increase the velocity of capital return. and so i do think the pace is going to pick up in the coming quarters. i'd say the activity and interaction and engagement is higher in the ﬁrst quarter than it was throughout 2023. but i would say it's still operating at lower levels. there's a lot of upside for our business. our business is very correlated to a pickup in sponsor activity . and so to the degree that it did pick up, that would be a very big tailwind for our business across banking and markets broadly . when i look at our leveraged ﬁnance deals book, it's still operating at historically very , very low levels. we feel fortunate that we've got a good amount of capital ﬂexibility . that was to accelerate to deploy which is obviously very accretive and attractive business. w e're not seeing it really accelerate yet, but i think it's coming. and certainly , the sustained level we've had over the -- the level we've had over the course of the last 12 to 18 months is not sustainable. it will pick up. it's just a question of when. and so that is a potential tailwind for our business in future quarters.",1,2024
2,4,Brennan Hawken,question,question," great. thanks. thanks for that color , david. i appreciate it. and then another question on alts. so, fundraising looks really good. i know there can be some noise in the revenue. so, just curious about the alts revenue down year-over-year and the aus only up sort of marginally sequentially . could you give some color around what was happening in those lines and maybe any potential noise?",1,2024
3,4,Denis Coleman,answer,answer," sure. brennan, it's denis. so, a couple of things. obviously , the movement in aus is a function of how we fundraise, how we deploy , and overall levels. w e have had a lot of success fundraising, not just in the last quarter at $14 billion, but now with the whole $265 billion-plus since the original investor day . but there is a lag in terms of when some of that capital is put to use and actually moves into aus. not all of our funds that are raised are aus-ing immediately . so i think that is something you can look out for in future periods. and then in terms of some of the sequentials on alts, as david was walking through our platform, our w ealth platform in terms of having goldman sachs proprietary funds, also open architecture, and third-party platform, some of the alts fees we generate in raising capital for other managers on our platform, and if we look over the sequential period, we had less by way of placement fees associated with those capital raises in the ﬁrst quarter than we did in the fourth quarter last year .",1,2024
0,5,Mike Mayo,question,question," hi. david, you reiterated the desire for goldman to have a more narrow strategic focus, but you still have some cleanup from the past charges this quarter for greensky , the gm card, platform solutions still lost $1 17 million. so i'm just trying to ﬁgure out in this context where transaction banking stands. i mean, you had 8% year-over-year growth. so, that's decent. but three years ago, march 1st, you guys said transaction banking, you're building global payments around the world. and then march 8th of this year on bloomberg, it says that you're closed in japan and now you're focusing on the us and europe. so on the one hand, are you simply pulling back your ambitions? on the other hand, maybe you have more ﬁnancial discipline. you're making sure these adjacent activities are generating proﬁts instead of just growth.",1,2024
1,5,David Solomon,answer,answer," look, mike, i think you summarized it well. i think it's yes to a bunch of the things that you said. w e're looking hard -- we are -- i think it's very important for me to say that we're very committed to transaction banking. w e think we've got very , very good technology and a good platform that we can grow and continue to scale over time. but there's no question we're very focused on making sure that we execute appropriately and that it's not just top-line growth that it delivers proﬁtability . it's something that sits in our client franchise and adds to the portfolio of things that we can bring to our clients. i think some of the ambitions might have been too broad in terms of our ability to execute immediately . and so we've narrowed that, but we remain committed, focused, and growing. and i think this is a medium and longer- term project that we will deliver on. it's small, but i think we've got the right focus. w e made a hire to bolster the expertise in the leadership and we're moving forward on that strategy . and with respect to the cleanup, we continue to narrow and cleanup. the after-tax loss from the platforms was less than $100 million. w e've said clearly that we believe that we can bring the platforms to breakeven or proﬁtability in 2025 and we're executing against that.",1,2024
2,5,Mike Mayo,question,question," just to follow up on the transaction banking. you said some ambitions were too broad. again, it's better to have proﬁtable growth than just growth. so, point acknowledged. but what happened? i mean, where were you kind of underestimating expenses or the build-out costs or what was more difﬁcult than you had anticipated?",1,2024
3,5,David Solomon,answer,answer," well, i think there were a number of things, mike, that came together . i think when you're building new businesses, you give authority to the people that are building those businesses and you create metrics and you hold people accountable as you advance. and i think there were things where we thought we could do more globally and candidly when we really looked at the cost of executing and delivering, there was more friction in that context. and so we've chosen to narrow some of that in terms of the global footprint of that. that doesn't mean later there might not be opportunity to do it, but we think for now , that's the right action. i'd say secondarily , the regulatory environment changed massively and has also raised the bar and created headwinds in a dif ferent lens with which we look at the expansion of these kinds of activities. and so that's something else that went into the mix. and so look, i think one of the things that we try to do is to look at everything with facts, with data, with information to be unemotional and to be willing to say , okay , this isn't exactly right. so we're going to adjust. and i think we're showing that we're willing to adjust and make adjustments always with a goal of growing the ﬁrm and delivering for shareholders, driving proﬁtable businesses that deliver accretive returns for shareholders. w e'll get some things right, we'll get some things wrong. but when we look at the information of the data and it's not exactly perfect, we'll adjust.",1,2024
0,6,Steven Chubak,question,question," hey, good morning. so, wanted to follow up, david, on --",1,2024
1,6,Denis Coleman,answer,answer, good morning.,1,2024
2,6,David Solomon,answer,answer, good morning.,1,2024
3,6,Steven Chubak,question,question," good morning, guys. w anted to follow up, david, with the earlier discussion just on sponsor-related activity . private credit fundraising remains robust, but the syndicated markets are also reopening. just wanted to better understand what you're seeing in terms of competition in syndicated versus private markets, how it's impacting your ib&o franchises. and just given some of the recent price coverage, maybe just speak to your growth ambitions in the private credit space more broadly .",1,2024
4,6,David Solomon,answer,answer," sure. i'm going to -- i'll make a couple of comments, but i'm going to ask denis to comment too because as you know , denis -- denis ran these businesses for us for an extended period of time. but i'd just say ﬁrst, the narrative that in some way , shape or form, this is -- this is about the syndicated market versus the private market, i think is an oversimpliﬁcation. as transaction volumes increase, particularly in the sponsor community , the amount of activity that will come out of the syndicated market will obviously increase meaningfully . we're very well-positioned for that. w e are one of the largest players in that and that area is operating at cyclical lows at the moment. but that's going to continue to be a very , very important part of capital formation and it's not going away . the growth in private credit will continue. i think we're very well-positioned for that. w e have about $130 billion of private credit assets, which makes us one of the largest players. i've said publicly , we have aspirations to continue to invest and grow , and we see a number of places where we can do that. w e're very focused on that. i do think it's important to highlight that we've not been through a credit cycle in a very long time. and so while there are lots of private credit players that continue to grow and expand, how those platforms and those businesses will respond when we do go through a credit cycle and we will go through a credit cycle, is a little bit unclear at the moment. but i think strategically , we're in a very , very interesting position because we have the ability to marry for our clients both our capabilities in the syndicated market and also our private credit capabilities. and you can see that. i mean, i can point to a transaction that was done in the last -- in the last few months we did just that. and in fact, it wasn't just in credit, it was in equity too, you can look at the endeavor transaction and you can look at our ability to participate and lead both as a syndicated lender , but also as a capital provider across the capital structure for our investors as an example of the way that i think that our franchise and our platform is dif ferentiated. denis, do you want to add anything to those comments?",1,2024
5,6,Denis Coleman,answer,answer," sure. i think it's well-covered. i mean, i think there was -- there's been a lot of discussion over the past of the -- past year of sort of private credit versus syndicated alternative, but the reality is, the syndicated alternative didn't really exist. and so it was really just a discussion around private credit. with ﬁrst quarter activity levels, you now see a viable, functioning, and healthy syndicated loan market. the vast majority of the activity was actually reﬁnancing. a lot of that reﬁnancing was reﬁnancing private credit capital structures with the more attractive pricing available in the broad-based syndicated market. so the reality is, these are all just forms of credit made available to dif ferent borrowers. and over time, i think there'll be a much more normalized mix where you'll see underwritten as well as directly lent solutions, in some cases, existing in the same capital structure. and i think we're just in a healthier environment, but from goldman sachs' perspective is positive because the data points that we now see across the leverage lending market make sponsor estimated weighted-average cost of capital much more observable and that should unlock their ability to start to price and put together transactions that should fuel some incremental sponsor-related change of control activity . so, i think the sort of two markets functioning side-by-side is good in terms of activity and what it means on the forward for goldman sachs.",1,2024
6,6,Steven Chubak,question,question," really helpful color . and for my follow-up, just on capital management. cet1 continues to build, you're well in excess of the regulatory minimums, the direction of travel on basel iii in terms of expectations around the proposal is certainly more favorable. at the same time, it now looks like you might be more constrained by the slr, which declined to 5.4%. i know that's never intended to be the binding constraint, but i was hoping you could just speak to how you're managing to leverage constraint, which at least appears to be binding at the moment, and what we should expect in terms of the pace of buyback and whether that actually informs your expectation there.",1,2024
7,6,Denis Coleman,answer,answer," sure. thanks, steven. so, yes, you're right on all counts. obviously , we have a variety of both capital and liquidity ratios that we manage to over time. the slr is a slower-moving ratio as you know , but our bindingness can move back and forth between various ratios over time. and we have a bunch of levers that we can pull with respect to our activities to manage that. but i appreciate the question.",1,2024
0,7,Devin Ryan,question,question," great. thanks so much. the ﬁrst question just on kind of maybe a bigger picture on the wallet share in markets. i know this has really been ongoing work for the ﬁrm and obviously , not just the quarter , but really the past few years, this has been pretty consistent story . so, if we kind of move aside ﬁnancing, love to maybe just drill down on some of the individual products that are accelerating in equities and ficc and where you're most pleased with the execution that has occurred over the last several years and then still where you see the biggest room to close any gaps that are maybe still there. thanks.",1,2024
1,7,David Solomon,answer,answer," well, at a high level, and this was one of the things that we observed and i think we got right over a period of time, that we started with the top 100, we're now focused on the top 150 clients in this business. the top 150 clients provide a very signiﬁcant portion of all the activity in this franchise. and so your share with them and managing the share with them has a big impact on your wallet shares. i think the thing that we've done well and that we see is really the case is that they all operate across all products and all activities and all silos and the ability to create a very seamless experience for them across the ﬁrm is a big change for us versus where we might have been a decade ago. and so it's something we're very focused on. there are times when there's more activity in commodities, there's time when there's more activity in credit, there's time when there's more activity in mortgages. it moves and it ebbs and ﬂows, but what we're really trying to do is to make sure we have the full package to serve them in the most ef fective way and we've made real progress in that over the course of the last couple of years. i think the opportunity for us to continue to make progress comes from the fact that in the top 150, i think we stand at slightly under top three with 1 17 of them, don't hold me to that number exactly . it's probably , okay , 117 of them. so, obviously , we have progress to make because there's no reason why goldman sachs shouldn't be top three with the overwhelming majority much closer to 90% of those 150. and also when you look at top three, there are also clients where we're third, where we absolutely should be ﬁrst or second. and so we continue to drill down. w e continue to go, talk to our clients, listen to our clients, get feedback on how we can do a better job serving them. and that discipline and that rigor , i think is helping us execute for them, but there's more work to do and we don't take our position for granted. w e try to create the right culture of focus and intensity that allows us to continue to deliver and execute both.",1,2024
2,7,Devin Ryan,question,question," yes. okay . great. thanks, david. maybe a quick follow-up here for denis. just on the equity investments line, not a great quarter there, not a drag either . it feels like it's been some time since we've seen maybe a more normal quarter without big puts and takes. and so just given the reconstitution of that book, how would you frame what a more normal quarter should look like from a revenue perspective? and then how the private portfolio is positioned if we are moving into a better exit environment. obviously , it's been tough there as well. thanks.",1,2024
3,7,Denis Coleman,answer,answer," sure. thanks for the question. so, a couple of things, and may have been embedded in your question. but obviously looking at some of the -- on the progress in the equity investments line on a sequential basis. just a reminder that in q4 when we sold personal financial management, that was reﬂected as a gain in equity investments of about $350 million that did not repeat. so that will give you some -- some insight into how that's trending sequentially . on a year-over-year basis, we are seeing performance in the private portfolio, sort of in line with what you're suggesting we might expect. and what we did see a particular markdown in the public portfolio that sort of netted into the ultimate equity investment results. w e also, as you know , have been -- have focused on selling down a portion of our historical principal investments. so a combination of the ultimate size of the notional remaining in our portfolio combined with what the market conditions are, will obviously contribute -- contribute to the ultimate performance. the other guidance that we've put out there generally , medium-term guidance is that across both equity and debt investments, you're looking at a number of about $2 billion on a year . so you could put that in the quarter , about $500 million. those are some pieces of color i'd give you.",1,2024
0,8,Matt O'Connor,question,question," good morning. actually , just to follow up on the last question and comment, the run- off of the historical principal investment from the $15 billion here, the $2 billion that you just referenced, is that the run-of f that you expect, or was that alluding to the revenues per year?",1,2024
1,8,Denis Coleman,answer,answer," sure. thanks. let me clarify . i was making a comment with respect to revenue and then separately as it relates to the rundown of that portfolio, i guess the way to think of it, picking up questions from last earnings and/or this one. the progress that we made in the ﬁrst quarter of roughly $1.5 billion, we think that's decent assumption for the pace over the course of this year . and then we just reiterated our commitment to selling down substantially all of it in line with our target.",1,2024
2,8,Matt O'Connor,question,question, okay . so $1.5 billion per quarter is what you're implying from here for the rest of the year?,1,2024
3,8,Denis Coleman,answer,answer," on the historical principal investment portfolio, yes, we would expect something roughly in line with $1.5 billion per quarter for the balance of the year .",1,2024
0,9,Saul Martinez,question,question," hi. thanks for taking my questions. i wanted to ask about your ﬁnancing business in markets. and obviously , there's uncertainty about the basel end-game proposal. as you mentioned, the direction of travel seems to be for it to be materially lightened or even re-proposed. but one of the areas where it is very punitive versus other jurisdictions is in securities ﬁnancing, the risk weightings for unlisted entities. and if that part of the proposal isn't materially altered, it doesn't seem like it necessarily is a focus, does that impact your ability to grow your ﬁnancing revenues? is it a threat? is it not a big deal? can you of fset it through pricing, product design? just curious if you can provide a little color on that.",1,2024
1,9,Denis Coleman,answer,answer," sure. so, obviously , where basel iii ends up and which components of the rule actually are put in place and how they're drafted and how they're calculated, et cetera, will be highly determinative. but i'd say the breadth of our ﬁnancing activities across both ficc and equity are much broader than that particular component. and we expect that the underlying demand from our clients for ﬁnancing across both ficc and equities will remain high. w e have leading market shares and capabilities there. so we'll expect to be able to deliver in that regard. and depending on where various pieces of regulation end up, we'll make whatever adjustments we need, either to pricing or the mix of our businesses or look for other ways to serve our clients.",1,2024
2,9,Saul Martinez,question,question," okay . thanks. that's helpful. and then maybe just following up on basel and the implications of it being softened, denis, you mentioned more ﬂexibility on capital deployment, if given the direction of travel on basel. i mean, how should we be thinking about buyback activity from here? you did $1.5 billion. is there -- do you feel like there is scope to increase that and potentially bring your payout ratio even closer to 100% of earnings?",1,2024
3,9,Denis Coleman,answer,answer," sure. i appreciate the question. w e were deliberate in our script remarks about the degree of capital ﬂexibility that we expected, but also pick up on something that david said earlier on the call, which is that we remain very committed to our capital deployment hierarchy , which starts with our client franchise. and some of the activities where historically we've been able to deploy capital have been less active. and so we have a good amount of cushion and ﬂexibility at this point in time. as our clients become more active, the ﬁrst place that we're going to look to deploy our capital is to support our clients and their activities. and after that, we would, of course, as you note, continue to be focused on a sustainable and growing dividend. and only after that would we think about return of capital.",1,2024
0,0,Glenn Schorr,question,question," i appreciate your macro comments. i was wondering, in private markets speciﬁcally , i feel like those markets have changed as well or hopefully only temporary , but great time to be a private lender in private credit. and you're big in that, but not as a great time to be in private equity for marks or capital raising. so i wonder if you could talk as both manufacturer and distributor , just maybe a state of the union in general and then if you could weave that into your thoughts on your gross alternative fundraising target of $225 billion and $2 billion in management fees.",3,2022
1,0,David Solomon,answer,answer," sure. so thanks for the question, glenn. and look, at a high level, the targets remain in place. and our conﬁdence in the targets and our ability to deliver those targets is high, and we're very focused on them. w e continue to make progress in the fundraising, and we highlighted it in the context of the script. and we have a series of offerings that are coming over the course of the next 18 months. and while certainly i'd say that private equity fundraising environment is more constrained and the alternative fundraising environment is broadly more constrained, i would highlight just the fact that we have a very , very broad franchise, a very , very diverse sense of of fering at -- sets of of ferings and that there's a lot of opportunity that comes out of an environment like this. and i actually think from a vintage perspective, the opportunity to put money to work in this environment when we look forward and then when we look back, it's probably something that will be very , very attractive. we're obviously shifting the macro environment, as we've talked about. that's going to create headwinds around valuations, and there's been a big reset. on the other hand, if you have dry powder or you have interesting strategies -- you highlighted some. i think lending strategies will be quite attractive in this environment. i think there's good institutional capital and, candidly , good capital out of the wealth channel still available to support these strategies. so we're taking a long-term approach to growing these businesses. the businesses are growing nicely . we've set targets that we'll continue to meet. and i know that if we have a good broad of fering for our clients, that we'll continue to have success in this. and candidly , this is one of the reasons why we're integrating asset and w ealth management is as we believe by putting these platforms together , we have the best eye and the best breadth to really understand where the opportunities are to serve our clients and also where the opportunities are for good performance.",3,2022
2,0,Denis Coleman,answer,answer," and glenn, i can add from an alternatives perspective, we mentioned growth of $12 billion in new commitments in the quarter . that brings year-to-date to $57 billion, just shy of $60 billion. w e now sit at $164 billion towards our increased $225 billion target. w e continue to migrate our alternatives into aus that sits now at $256 billion of alternatives aus. so despite the environment, we continue to make progress towards our fundraising goals, particularly in alternatives.",3,2022
3,0,Glenn Schorr,question,question," thanks for that, denis, and david. maybe a related follow-up on r wa. is that a little bit in the quarter? i appreciate you took share and lots of volatility , so that has a bunch of moving parts. but curious your just overall approach towards optimizing rwa. and then maybe a speciﬁc question related to ficc ﬁnancing. and it was up 41%. it's great, making good money . does that come at paying better or worse return on risk-weighted assets as intermediation?",3,2022
4,0,Denis Coleman,answer,answer," glenn, thank you -- thanks for the question on r wa. as you note, our r was were down slightly on a quarter-over-quarter basis. w e have been focused on managing our r wa footprint tightly . within that number , you'll see reductions in terms of market-based r was and increases in credit r was. and we're being very thoughtful about the way in which we allocate and deploy r wa capacity to drive efﬁciencies as well as scale franchise growth activities. and ficc ﬁnancing happens to represent an attractive opportunity in terms of our r wa deployment. and so that's one of the reasons why you see the ongoing focus in the growth of the ficc ﬁnancing line.",3,2022
0,1,Steven Chubak,question,question, so wanted to start with a question on expenses. you spoke of expense mitigation efforts as part of the broader realignment strategy . what's the level of non-comp inﬂation we should be contemplating? recognizing we're still dealing with inﬂationary headwinds. you alluded to more proactive measures to mitigate expense growth. just want to get a sense if the goal is to actually slow non-comp growth or to deliver absolute reductions in expense.,3,2022
1,1,David Solomon,answer,answer," thanks for the question, steven. i'll start at just a high level, and then denis will go to the details with you in terms of how we're thinking about it. but i do think there are different factors that are leading to the expense growth, but one is there is deﬁnitely an inﬂationary pressure that's af fecting certain aspects of the business. w e're obviously looking at that and thinking about that carefully . i do think we're making investments across the platform, particularly in certain technology infrastructure, and that's having an impact in the medium-term. w e think those are investments that we need to make. at the same point, though, given the environment, we're extremely focused on trying to mitigate any expense growth to the degree we can. now there are going to be headwinds given the natural inﬂation that sets in, but why don't i have denis kind of walk through and break down some of the dif ferent components that we've been focused on?",3,2022
2,1,Denis Coleman,answer,answer," sure. so if we take a step back, we look at our overall level of operating expenses year-to-date, they're down 6% compared to the prior year-to-date period. they are up 1% sequentially , drivers obviously across both comp and non-comp. if you look at the non-compensation growth over the course of the last year , roughly half of that is attributable to expenses associated with the integration and run rate of nnip  and greensky together with change in litigation. so that is representing about half. on the balance, as david indicated, we do see some impact from inﬂation. w e do see the impact of higher levels of transaction-based expenses, but we are also taking actions to reduce expenses within the overall non-compensation category where we can. you may note that on a quarter-over-quarter basis, we reduced our professional fees, something that we indicated in our previous earnings release. and we're going to continue to think very , very disciplined about the way in which we deploy non-compensation expenditures striking the balance of driving towards our efﬁciency ratio but as well as making the investments that we think are appropriate to continue to strengthen and grow the ﬁrm.",3,2022
3,1,Steven Chubak,question,question," that's great. and maybe just a question for my follow-up on the equity investment portfolio. given the challenging equity market backdrop, certainly , the revenues came in better than expected. there's also been some increased scrutiny more favorable marks on some of these private equity portfolios. and just given the better revenue outcome and a pretty heavy concentration in areas like tmt and real estate, which have come under pressure, i was hoping you could speak to what drove some of the better results this quarter , anything idiosyncratic worth ﬂagging?",3,2022
4,1,Denis Coleman,answer,answer," sure. thank you, steven. let me cover that in a bit of detail for you. so obviously , on the $527 million equity line, there's a number of components. as we mentioned previously , we have a public equity portfolio, and that contributed positively north of $200 million for the third quarter . and then also within the private portfolio, you have a number of things that are going on within our private equity portfolio. w e have roughly $0.5 billion of event-driven gains that came through over the course of the third quarter , whether those be capital raising activities, strategic transactions or the operating expenses from our cies, those positive gains were of fset by markdowns in our private equity portfolio, particularly in tmt and consumer .",3,2022
0,2,Ebrahim Poonawala,question,question," i guess maybe just going back, david, you mentioned in your prepared remarks about rationalize spend. the segment realignment makes a ton of sense. just give us a sense from the outside as we think about the rationalization of the spend, does this lead to you achieving your strategic targets around costs, roe at a faster pace? or do you have a high degree of conﬁdence that you get there relative to the previous plan and understanding the core tenants are the same? but just give us a sense of just your conﬁdence in achieving those targets despite the market backdrop as we look forward and how does the alignment supports that?",3,2022
1,2,David Solomon,answer,answer," sure. and so ﬁrst, i just want to amplify , i said in the script, we continue to be committed to our forward targets. and there's nothing about the environment or the way we're running the ﬁrm that doesn't lead us to believe that we can deliver on the targets that we would set over the course of the coming years, whether the return target or also the efﬁciency target that we've set. and we're tracking a number of kpis and continue to be very focused on that. the realignment of the ﬁrm is really driven by our ability to serve clients. that is the most important thing that's coming out of this. and we've been very , very focused on wallet share and client share broadly . we've made real improvements over the last few years, and we think this further aligns those goals and that capability . now in this realignment, we are making a purposeful shift as we think about our direct-to-consumer business. and i'd just highlight that one of the things that changes by aligning our direct-to-consumer business with our wealth business and people that are on our wealth platform is that the forward spend for customer acquisition is meaningfully lower . and so of course, as you look at that, that's helpful in the overall returns of the ﬁrm. but i would highlight that just the numbers, either way we were looking at it are small in the context of businesses, our core businesses, banking and markets, asset and wealth management. and i don't think any of this was having a big impact on our ability to meet our targets or the pace at which we will meet our targets. w e do think, and this is why we're doing this, that this is a better way for us to align the business and move the business forward. and so that's why we've made this purposeful shift. but again, i'd just amplify , these are not big numbers in the context of our meeting our targets when you look at the overall performance of the ﬁrm.",3,2022
2,2,Ebrahim Poonawala,question,question," that's helpful. and i guess just one follow-up in terms of -- you talked about organic growth opportunities in private lending given market dislocations. there are a lot of asset values that have been hit, too. just remind us in terms of m&a, where you're focused on and just appetite to execute m&a.",3,2022
3,2,David Solomon,answer,answer," well, at the moment, we continue to be extremely focused on our businesses and the growth and the things that we have on our plate in front of us. as you know , we made a couple of acquisitions. w e're in the process of integrating those acquisitions in. and at the moment, that's where our focus lies. as we go forward in the future, if there are opportunities to accelerate the growth, particularly in asset and w ealth management, we'll consider them. but at the moment, we remain very focused on integrating these acquisitions and executing on the things that we have in front of us.",3,2022
0,3,Christian Bolu,question,question," just trying to better understand the point of the reorganization of the businesses. what does this reorg mean practically for the businesses? what can they do today that they couldn't be before the reorg? i guess kind of when i listen to you, other than scaling back on consumer acquisition, i'm struggling to understand what the broader point of the reorg really is?",3,2022
1,3,David Solomon,answer,answer," christian, we've been -- it's interesting because i know you follow us closely , and we've been talking about a variety of things in this. if you go back to our investor update at the beginning of the year , we highlighted a lot of the synergies between banking and markets and how we were working to get those client activities more closely aligned. w e also highlighted in our update at the beginning of the year the synergies between asset and w ealth. and then when john spoke at the bernstein conference in may , we put a big, big spotlight on the synergies we thought bringing asset management and w ealth management closer together . so it's not that by doing this that we're doing something dramatically dif ferent. w e've been driving the ﬁrm in this direction with respect to client service and one gs for a number of years. and we think as we've done that and we've looked at that and we've learned, we think by organizing the ﬁrm this way , it makes it easier for investors to understand and see how we look at our client set and how we're operating against that client set. and so we view it as a natural progression that strengthens our ability to deliver for clients. and so that's why we've moved in this direction. that's with the big businesses, banking and markets and asset and w ealth management. on platform solutions, we have a bunch of these platforms where we're making investments. w e think they're very interesting. they're growing. they require more focus. this alignment of them allows us to shine a brighter , more transparent light on them. and we're very committed to driving them to proﬁtability and a meaningful contribution over time. and we think by organizing this way , it allows us to maintain that focus on what is a small piece of the business, but one that i think in the future allows us a dif ferentiated opportunity to serve our corporate and institutional clients.",3,2022
2,3,Christian Bolu,question,question," got you. okay . maybe switching on to consumer . i mean just looking back over time, what lessons have you guys learned in terms of trying to execute in this business? if i think about the thesis that goldman outlined as far back as 2016 in terms of building a full-scale digital bank, that was a great thesis, right? it's actually played out. you've seen a bunch of smaller new banks like square and chime really do a good job of building that. one could argue that there's been some execution challenges for goldman on consumer . you've had multiple leadership changes. now it feels like we're sort of breaking up some of the businesses and putting them in different parts of the organization. so just stepping back a little bit here, kind of what lessons have you learned in terms of execute on consumer? and what is that -- how do you take that going forward to build that business?",3,2022
3,3,David Solomon,answer,answer," well, i think, christian, what -- the steps that we've taken today are reﬂective of the learnings. and whenever you innovate and you build new platforms and new things, you're always going to be constantly looking and examining what you're doing and saying what have we learned, how can we do this better? i'd say i'm very proud of the team in our consumer business, the markets team broadly . when i look at the deposit platform that's been built and the growth from zero to over $1 10 billion of deposits over the last six years, we have 15 million customers on the platform. i think we have a very unique credit card technology that's dif ferentiated. w e have a couple of extraordinary partnerships. i think that when you look at all of that together , we have some very good things, but one of the things i think we've learned is that the ability to scale that and attract customers and the direct-to-consumer business needs to be focused in a more directed way . and so we're focusing it by aligning it with our wealth business where we have access to millions of people. and so i still see a terriﬁc opportunity to take what a really , really interesting digital products and in being aligned with our w ealth business, provide those products and services to clients and customers at goldman sachs. in addition, i think the partnerships that we've built also provide good opportunities for us to serve corporate clients with very , very interesting digital capabilities and allow them to ultimately serve their end customers or clients. and so yes, there have been bumps. not everything has been perfect. i think that always happens when you're innovating. but i also think we've built meaningful things that create meaningful opportunities for the ﬁrm as we go forward. and in particular , our ability to have a more diversiﬁed funding base and a big deposit platform that we can grow from here and an ability to of fer w ealth customers on our platform a broad array of services, i think, positions us well as we move forward.",3,2022
0,4,Betsy Graseck,question,question," so two questions. first, a follow-up on the conversation just now . is there anything that you're going to be fading as a result of this? is there any part of the consumer business that you're not going to do anymore? and i know you did the renegotiation with apple card. i guess it's through 2029, if i got it right. and how is that restructured in a way to enhance your ability to generate revenues from that? because i know you mentioned on cnbc this morning, david, that the balances aren't being carried as much as had been expected.",3,2022
1,4,David Solomon,answer,answer," so there's no -- the ﬁrst part of your question, betsy , there's no aspect of the services that we're of fering to consumers that we don't continue to of fer. the big thing, though, is this alignment that we are aligned with our w ealth business, and that gives us an audience of millions of people that we can focus on with lower customer acquisition costs and their lower forward spend as we grow or add those services to people. with respect to the apple card, i made a statement this morning that we extended and amended the partnership with apple. i just highlighted that it's very unusual for two partners to change one of these partnerships in the middle of a partnership like this. but i think it goes to the fact that it's a very , very strong partnership where there's a lot of opportunity , but because we were doing something innovative with the technology and embedding the technology and apple's platform, there were dif ferent results than we had expected. i mean one of the positive results was very , very good for consumers, if consumers have an ability and, therefore, are more actively paying down their credit card balances more quickly . that led to dif ferent modeled results in terms of what kind of balances you'd have with a certain population on the platform. and so in looking at the forward arrangement, the platform has to work for both us and apple. apple believe that. w e believe that. and so we made changes to make sure that this is attractive for both of us as we move forward and continue to try to deliver really valuable digital ﬁnancial wellness and access to consumers that are on the platform.",3,2022
2,4,Betsy Graseck,question,question," and then just on a separate topic, but the question is on the gsib surcharge. and i think over the past couple of quarters, you've highlighted how you've been looking to take action to bring your gsib score down such that you don't trip into that next 50 bp bucket in jan '24. could you give us a sense as to the progress there this quarter and if that goal is still on the table for year-end?",3,2022
3,4,Denis Coleman,answer,answer," betsy , it's denis. thanks for that question. our position is, we remain focused on targeting the 3% gsib, same message we gave at the end of the second quarter . we're one quarter closer to the end of the year . we are on track to achieve the 3% gsib level. as we indicated in the second quarter , i would reiterate now that should the opportunity set with clients or the market generally change, we could pivot away from that. but from where we sit right now today , looking into year-end, we remain focused on the 3% gsib.",3,2022
0,5,Michael Mayo,question,question," i have two easy questions that i'll requeue for , but i'll ask my harder questions now , if i'm able to requeue. on slide 5, you say that consumer revenues were $2.2 billion for the last 12 months. what were the earnings for the consumer? and the reason i ask that is there's all sorts of news articles, and i'm not sure if it's a lot of money . and i just don't know if that's the case or not or to what degree, and that makes sense in any start-up that you'd be investing along the j curve and you lose money at ﬁrst and you make money down the road. so how is consumer from a ﬁnancial standpoint, from an earnings standpoint panning out in relation to your original expectations?",3,2022
